,A,B,biasA,biasB,delay
2179,4.0,59.0,4.0,0.0,0.0
2180,4.0,59.0,5.0,0.0,3481.0
2181,4.0,59.0,6.0,0.0,6962.0
2182,4.0,59.0,7.0,0.0,10443.0
2183,4.0,59.0,8.0,0.0,0.0
2184,4.0,59.0,9.0,0.0,3481.0
2185,4.0,59.0,10.0,0.0,6962.0
2186,4.0,59.0,11.0,0.0,10443.0
2187,4.0,59.0,12.0,0.0,0.0
2188,4.0,59.0,13.0,0.0,3481.0
2189,4.0,59.0,14.0,0.0,6962.0
2190,4.0,59.0,15.0,0.0,10443.0
2191,4.0,60.0,0.0,0.0,0.0
2192,4.0,60.0,1.0,0.0,61.0
2193,4.0,60.0,2.0,0.0,122.0
2194,4.0,60.0,3.0,0.0,183.0
2195,4.0,60.0,4.0,0.0,0.0
2196,4.0,60.0,5.0,0.0,61.0
2197,4.0,60.0,6.0,0.0,122.0
2198,4.0,60.0,7.0,0.0,183.0
2199,4.0,60.0,8.0,0.0,0.0
2200,4.0,60.0,9.0,0.0,61.0
2201,4.0,60.0,10.0,0.0,122.0
2202,4.0,60.0,11.0,0.0,183.0
2203,4.0,60.0,12.0,0.0,0.0
2204,4.0,60.0,13.0,0.0,61.0
2205,4.0,60.0,14.0,0.0,122.0
2206,4.0,60.0,15.0,0.0,183.0
2207,4.0,61.0,0.0,0.0,0.0
2208,4.0,61.0,1.0,0.0,3721.0
2209,4.0,61.0,2.0,0.0,62.0
2210,4.0,61.0,3.0,0.0,3783.0
2211,4.0,61.0,4.0,0.0,0.0
2212,4.0,61.0,5.0,0.0,3721.0
2213,4.0,61.0,6.0,0.0,62.0
2214,4.0,61.0,7.0,0.0,3783.0
2215,4.0,61.0,8.0,0.0,0.0
2216,4.0,61.0,9.0,0.0,3721.0
2217,4.0,61.0,10.0,0.0,62.0
2218,4.0,61.0,11.0,0.0,3783.0
2219,4.0,61.0,12.0,0.0,0.0
2220,4.0,61.0,13.0,0.0,3721.0
2221,4.0,61.0,14.0,0.0,62.0
2222,4.0,61.0,15.0,0.0,3783.0
2223,4.0,62.0,0.0,0.0,0.0
2224,4.0,62.0,1.0,0.0,189.0
2225,4.0,62.0,2.0,0.0,126.0
2226,4.0,62.0,3.0,0.0,63.0
2227,4.0,62.0,4.0,0.0,0.0
2228,4.0,62.0,5.0,0.0,189.0
2229,4.0,62.0,6.0,0.0,126.0
2230,4.0,62.0,7.0,0.0,63.0
2231,4.0,62.0,8.0,0.0,0.0
2232,4.0,62.0,9.0,0.0,189.0
2233,4.0,62.0,10.0,0.0,126.0
2234,4.0,62.0,11.0,0.0,63.0
2235,4.0,62.0,12.0,0.0,0.0
2236,4.0,62.0,13.0,0.0,189.0
2237,4.0,62.0,14.0,0.0,126.0
2238,4.0,62.0,15.0,0.0,63.0
2239,4.0,63.0,0.0,0.0,0.0
2240,4.0,63.0,1.0,0.0,3969.0
2241,4.0,63.0,2.0,0.0,7938.0
2242,4.0,63.0,3.0,0.0,11907.0
2243,4.0,63.0,4.0,0.0,0.0
2244,4.0,63.0,5.0,0.0,3969.0
2245,4.0,63.0,6.0,0.0,7938.0
2246,4.0,63.0,7.0,0.0,11907.0
2247,4.0,63.0,8.0,0.0,0.0
2248,4.0,63.0,9.0,0.0,3969.0
2249,4.0,63.0,10.0,0.0,7938.0
2250,4.0,63.0,11.0,0.0,11907.0
2251,4.0,63.0,12.0,0.0,0.0
2252,4.0,63.0,13.0,0.0,3969.0
2253,4.0,63.0,14.0,0.0,7938.0
2254,4.0,63.0,15.0,0.0,11907.0
2255,4.0,64.0,0.0,0.0,0.0
2256,4.0,64.0,1.0,0.0,65.0
2257,4.0,64.0,2.0,0.0,130.0
2258,4.0,64.0,3.0,0.0,195.0
2259,4.0,64.0,4.0,0.0,0.0
2260,4.0,64.0,5.0,0.0,65.0
2261,4.0,64.0,6.0,0.0,130.0
2262,4.0,64.0,7.0,0.0,195.0
2263,4.0,64.0,8.0,0.0,0.0
2264,4.0,64.0,9.0,0.0,65.0
2265,4.0,64.0,10.0,0.0,130.0
2266,4.0,64.0,11.0,0.0,195.0
2267,4.0,64.0,12.0,0.0,0.0
2268,4.0,64.0,13.0,0.0,65.0
2269,4.0,64.0,14.0,0.0,130.0
2270,4.0,64.0,15.0,0.0,195.0
2271,4.0,65.0,0.0,0.0,0.0
2272,4.0,65.0,1.0,0.0,4225.0
2273,4.0,65.0,2.0,0.0,66.0
2274,4.0,65.0,3.0,0.0,4291.0
2275,4.0,65.0,4.0,0.0,0.0
2276,4.0,65.0,5.0,0.0,4225.0
2277,4.0,65.0,6.0,0.0,66.0
2278,4.0,65.0,7.0,0.0,4291.0
2279,4.0,65.0,8.0,0.0,0.0
2280,4.0,65.0,9.0,0.0,4225.0
2281,4.0,65.0,10.0,0.0,66.0
2282,4.0,65.0,11.0,0.0,4291.0
2283,4.0,65.0,12.0,0.0,0.0
2284,4.0,65.0,13.0,0.0,4225.0
2285,4.0,65.0,14.0,0.0,66.0
2286,4.0,65.0,15.0,0.0,4291.0
2287,4.0,66.0,0.0,0.0,0.0
2288,4.0,66.0,1.0,0.0,201.0
2289,4.0,66.0,2.0,0.0,134.0
2290,4.0,66.0,3.0,0.0,67.0
2291,4.0,66.0,4.0,0.0,0.0
2292,4.0,66.0,5.0,0.0,201.0
2293,4.0,66.0,6.0,0.0,134.0
2294,4.0,66.0,7.0,0.0,67.0
2295,4.0,66.0,8.0,0.0,0.0
2296,4.0,66.0,9.0,0.0,201.0
2297,4.0,66.0,10.0,0.0,134.0
2298,4.0,66.0,11.0,0.0,67.0
2299,4.0,66.0,12.0,0.0,0.0
2300,4.0,66.0,13.0,0.0,201.0
2301,4.0,66.0,14.0,0.0,134.0
2302,4.0,66.0,15.0,0.0,67.0
2303,4.0,67.0,0.0,0.0,0.0
2304,4.0,67.0,1.0,0.0,4489.0
2305,4.0,67.0,2.0,0.0,8978.0
2306,4.0,67.0,3.0,0.0,13467.0
2307,4.0,67.0,4.0,0.0,0.0
2308,4.0,67.0,5.0,0.0,4489.0
2309,4.0,67.0,6.0,0.0,8978.0
2310,4.0,67.0,7.0,0.0,13467.0
2311,4.0,67.0,8.0,0.0,0.0
2312,4.0,67.0,9.0,0.0,4489.0
2313,4.0,67.0,10.0,0.0,8978.0
2314,4.0,67.0,11.0,0.0,13467.0
2315,4.0,67.0,12.0,0.0,0.0
2316,4.0,67.0,13.0,0.0,4489.0
2317,4.0,67.0,14.0,0.0,8978.0
2318,4.0,67.0,15.0,0.0,13467.0
2319,4.0,68.0,0.0,0.0,0.0
2320,4.0,68.0,1.0,0.0,69.0
2321,4.0,68.0,2.0,0.0,138.0
2322,4.0,68.0,3.0,0.0,207.0
2323,4.0,68.0,4.0,0.0,0.0
2324,4.0,68.0,5.0,0.0,69.0
2325,4.0,68.0,6.0,0.0,138.0
2326,4.0,68.0,7.0,0.0,207.0
2327,4.0,68.0,8.0,0.0,0.0
2328,4.0,68.0,9.0,0.0,69.0
2329,4.0,68.0,10.0,0.0,138.0
2330,4.0,68.0,11.0,0.0,207.0
2331,4.0,68.0,12.0,0.0,0.0
2332,4.0,68.0,13.0,0.0,69.0
2333,4.0,68.0,14.0,0.0,138.0
2334,4.0,68.0,15.0,0.0,207.0
2335,4.0,69.0,0.0,0.0,0.0
2336,4.0,69.0,1.0,0.0,4761.0
2337,4.0,69.0,2.0,0.0,70.0
2338,4.0,69.0,3.0,0.0,4831.0
2339,4.0,69.0,4.0,0.0,0.0
2340,4.0,69.0,5.0,0.0,4761.0
2341,4.0,69.0,6.0,0.0,70.0
2342,4.0,69.0,7.0,0.0,4831.0
2343,4.0,69.0,8.0,0.0,0.0
2344,4.0,69.0,9.0,0.0,4761.0
2345,4.0,69.0,10.0,0.0,70.0
2346,4.0,69.0,11.0,0.0,4831.0
2347,4.0,69.0,12.0,0.0,0.0
2348,4.0,69.0,13.0,0.0,4761.0
2349,4.0,69.0,14.0,0.0,70.0
2350,4.0,69.0,15.0,0.0,4831.0
2351,4.0,70.0,0.0,0.0,0.0
2352,4.0,70.0,1.0,0.0,213.0
2353,4.0,70.0,2.0,0.0,142.0
2354,4.0,70.0,3.0,0.0,71.0
2355,4.0,70.0,4.0,0.0,0.0
2356,4.0,70.0,5.0,0.0,213.0
2357,4.0,70.0,6.0,0.0,142.0
2358,4.0,70.0,7.0,0.0,71.0
2359,4.0,70.0,8.0,0.0,0.0
2360,4.0,70.0,9.0,0.0,213.0
2361,4.0,70.0,10.0,0.0,142.0
2362,4.0,70.0,11.0,0.0,71.0
2363,4.0,70.0,12.0,0.0,0.0
2364,4.0,70.0,13.0,0.0,213.0
2365,4.0,70.0,14.0,0.0,142.0
2366,4.0,70.0,15.0,0.0,71.0
2367,4.0,71.0,0.0,0.0,0.0
2368,4.0,71.0,1.0,0.0,5041.0
2369,4.0,71.0,2.0,0.0,10082.0
2370,4.0,71.0,3.0,0.0,15123.0
2371,4.0,71.0,4.0,0.0,0.0
2372,4.0,71.0,5.0,0.0,5041.0
2373,4.0,71.0,6.0,0.0,10082.0
2374,4.0,71.0,7.0,0.0,15123.0
2375,4.0,71.0,8.0,0.0,0.0
2376,4.0,71.0,9.0,0.0,5041.0
2377,4.0,71.0,10.0,0.0,10082.0
2378,4.0,71.0,11.0,0.0,15123.0
2379,4.0,71.0,12.0,0.0,0.0
2380,4.0,71.0,13.0,0.0,5041.0
2381,4.0,71.0,14.0,0.0,10082.0
2382,4.0,71.0,15.0,0.0,15123.0
2383,4.0,72.0,0.0,0.0,0.0
2384,4.0,72.0,1.0,0.0,73.0
2385,4.0,72.0,2.0,0.0,146.0
2386,4.0,72.0,3.0,0.0,219.0
2387,4.0,72.0,4.0,0.0,0.0
2388,4.0,72.0,5.0,0.0,73.0
2389,4.0,72.0,6.0,0.0,146.0
2390,4.0,72.0,7.0,0.0,219.0
2391,4.0,72.0,8.0,0.0,0.0
2392,4.0,72.0,9.0,0.0,73.0
2393,4.0,72.0,10.0,0.0,146.0
2394,4.0,72.0,11.0,0.0,219.0
2395,4.0,72.0,12.0,0.0,0.0
2396,4.0,72.0,13.0,0.0,73.0
2397,4.0,72.0,14.0,0.0,146.0
2398,4.0,72.0,15.0,0.0,219.0
2399,4.0,73.0,0.0,0.0,0.0
2400,4.0,73.0,1.0,0.0,5329.0
2401,4.0,73.0,2.0,0.0,74.0
2402,4.0,73.0,3.0,0.0,5403.0
2403,4.0,73.0,4.0,0.0,0.0
2404,4.0,73.0,5.0,0.0,5329.0
2405,4.0,73.0,6.0,0.0,74.0
2406,4.0,73.0,7.0,0.0,5403.0
2407,4.0,73.0,8.0,0.0,0.0
2408,4.0,73.0,9.0,0.0,5329.0
2409,4.0,73.0,10.0,0.0,74.0
2410,4.0,73.0,11.0,0.0,5403.0
2411,4.0,73.0,12.0,0.0,0.0
2412,4.0,73.0,13.0,0.0,5329.0
2413,4.0,73.0,14.0,0.0,74.0
2414,4.0,73.0,15.0,0.0,5403.0
2415,4.0,74.0,0.0,0.0,0.0
2416,4.0,74.0,1.0,0.0,225.0
2417,4.0,74.0,2.0,0.0,150.0
2418,4.0,74.0,3.0,0.0,75.0
2419,4.0,74.0,4.0,0.0,0.0
2420,4.0,74.0,5.0,0.0,225.0
2421,4.0,74.0,6.0,0.0,150.0
2422,4.0,74.0,7.0,0.0,75.0
2423,4.0,74.0,8.0,0.0,0.0
2424,4.0,74.0,9.0,0.0,225.0
2425,4.0,74.0,10.0,0.0,150.0
2426,4.0,74.0,11.0,0.0,75.0
2427,4.0,74.0,12.0,0.0,0.0
2428,4.0,74.0,13.0,0.0,225.0
2429,4.0,74.0,14.0,0.0,150.0
2430,4.0,74.0,15.0,0.0,75.0
2431,4.0,75.0,0.0,0.0,0.0
2432,4.0,75.0,1.0,0.0,5625.0
2433,4.0,75.0,2.0,0.0,11250.0
2434,4.0,75.0,3.0,0.0,16875.0
2435,4.0,75.0,4.0,0.0,0.0
2436,4.0,75.0,5.0,0.0,5625.0
2437,4.0,75.0,6.0,0.0,11250.0
2438,4.0,75.0,7.0,0.0,16875.0
2439,4.0,75.0,8.0,0.0,0.0
2440,4.0,75.0,9.0,0.0,5625.0
2441,4.0,75.0,10.0,0.0,11250.0
2442,4.0,75.0,11.0,0.0,16875.0
2443,4.0,75.0,12.0,0.0,0.0
2444,4.0,75.0,13.0,0.0,5625.0
2445,4.0,75.0,14.0,0.0,11250.0
2446,4.0,75.0,15.0,0.0,16875.0
2447,4.0,76.0,0.0,0.0,0.0
2448,4.0,76.0,1.0,0.0,77.0
2449,4.0,76.0,2.0,0.0,154.0
2450,4.0,76.0,3.0,0.0,231.0
2451,4.0,76.0,4.0,0.0,0.0
2452,4.0,76.0,5.0,0.0,77.0
2453,4.0,76.0,6.0,0.0,154.0
2454,4.0,76.0,7.0,0.0,231.0
2455,4.0,76.0,8.0,0.0,0.0
2456,4.0,76.0,9.0,0.0,77.0
2457,4.0,76.0,10.0,0.0,154.0
2458,4.0,76.0,11.0,0.0,231.0
2459,4.0,76.0,12.0,0.0,0.0
2460,4.0,76.0,13.0,0.0,77.0
2461,4.0,76.0,14.0,0.0,154.0
2462,4.0,76.0,15.0,0.0,231.0
2463,4.0,77.0,0.0,0.0,0.0
2464,4.0,77.0,1.0,0.0,5929.0
2465,4.0,77.0,2.0,0.0,78.0
2466,4.0,77.0,3.0,0.0,6007.0
2467,4.0,77.0,4.0,0.0,0.0
2468,4.0,77.0,5.0,0.0,5929.0
2469,4.0,77.0,6.0,0.0,78.0
2470,4.0,77.0,7.0,0.0,6007.0
2471,4.0,77.0,8.0,0.0,0.0
2472,4.0,77.0,9.0,0.0,5929.0
2473,4.0,77.0,10.0,0.0,78.0
2474,4.0,77.0,11.0,0.0,6007.0
2475,4.0,77.0,12.0,0.0,0.0
2476,4.0,77.0,13.0,0.0,5929.0
2477,4.0,77.0,14.0,0.0,78.0
2478,4.0,77.0,15.0,0.0,6007.0
2479,4.0,78.0,0.0,0.0,0.0
2480,4.0,78.0,1.0,0.0,237.0
2481,4.0,78.0,2.0,0.0,158.0
2482,4.0,78.0,3.0,0.0,79.0
2483,4.0,78.0,4.0,0.0,0.0
2484,4.0,78.0,5.0,0.0,237.0
2485,4.0,78.0,6.0,0.0,158.0
2486,4.0,78.0,7.0,0.0,79.0
2487,4.0,78.0,8.0,0.0,0.0
2488,4.0,78.0,9.0,0.0,237.0
2489,4.0,78.0,10.0,0.0,158.0
2490,4.0,78.0,11.0,0.0,79.0
2491,4.0,78.0,12.0,0.0,0.0
2492,4.0,78.0,13.0,0.0,237.0
2493,4.0,78.0,14.0,0.0,158.0
2494,4.0,78.0,15.0,0.0,79.0
2495,4.0,79.0,0.0,0.0,0.0
2496,4.0,79.0,1.0,0.0,6241.0
2497,4.0,79.0,2.0,0.0,12482.0
2498,4.0,79.0,3.0,0.0,18723.0
2499,4.0,79.0,4.0,0.0,0.0
2500,4.0,79.0,5.0,0.0,6241.0
2501,4.0,79.0,6.0,0.0,12482.0
2502,4.0,79.0,7.0,0.0,18723.0
2503,4.0,79.0,8.0,0.0,0.0
2504,4.0,79.0,9.0,0.0,6241.0
2505,4.0,79.0,10.0,0.0,12482.0
2506,4.0,79.0,11.0,0.0,18723.0
2507,4.0,79.0,12.0,0.0,0.0
2508,4.0,79.0,13.0,0.0,6241.0
2509,4.0,79.0,14.0,0.0,12482.0
2510,4.0,79.0,15.0,0.0,18723.0
2511,4.0,80.0,0.0,0.0,0.0
2512,4.0,80.0,1.0,0.0,81.0
2513,4.0,80.0,2.0,0.0,162.0
2514,4.0,80.0,3.0,0.0,243.0
2515,4.0,80.0,4.0,0.0,0.0
2516,4.0,80.0,5.0,0.0,81.0
2517,4.0,80.0,6.0,0.0,162.0
2518,4.0,80.0,7.0,0.0,243.0
2519,4.0,80.0,8.0,0.0,0.0
2520,4.0,80.0,9.0,0.0,81.0
2521,4.0,80.0,10.0,0.0,162.0
2522,4.0,80.0,11.0,0.0,243.0
2523,4.0,80.0,12.0,0.0,0.0
2524,4.0,80.0,13.0,0.0,81.0
2525,4.0,80.0,14.0,0.0,162.0
2526,4.0,80.0,15.0,0.0,243.0
2527,4.0,81.0,0.0,0.0,0.0
2528,4.0,81.0,1.0,0.0,6561.0
2529,4.0,81.0,2.0,0.0,82.0
2530,4.0,81.0,3.0,0.0,6643.0
2531,4.0,81.0,4.0,0.0,0.0
2532,4.0,81.0,5.0,0.0,6561.0
2533,4.0,81.0,6.0,0.0,82.0
2534,4.0,81.0,7.0,0.0,6643.0
2535,4.0,81.0,8.0,0.0,0.0
2536,4.0,81.0,9.0,0.0,6561.0
2537,4.0,81.0,10.0,0.0,82.0
2538,4.0,81.0,11.0,0.0,6643.0
2539,4.0,81.0,12.0,0.0,0.0
2540,4.0,81.0,13.0,0.0,6561.0
2541,4.0,81.0,14.0,0.0,82.0
2542,4.0,81.0,15.0,0.0,6643.0
2543,4.0,82.0,0.0,0.0,0.0
2544,4.0,82.0,1.0,0.0,249.0
2545,4.0,82.0,2.0,0.0,166.0
2546,4.0,82.0,3.0,0.0,83.0
2547,4.0,82.0,4.0,0.0,0.0
2548,4.0,82.0,5.0,0.0,249.0
2549,4.0,82.0,6.0,0.0,166.0
2550,4.0,82.0,7.0,0.0,83.0
2551,4.0,82.0,8.0,0.0,0.0
2552,4.0,82.0,9.0,0.0,249.0
2553,4.0,82.0,10.0,0.0,166.0
2554,4.0,82.0,11.0,0.0,83.0
2555,4.0,82.0,12.0,0.0,0.0
2556,4.0,82.0,13.0,0.0,249.0
2557,4.0,82.0,14.0,0.0,166.0
2558,4.0,82.0,15.0,0.0,83.0
2559,4.0,83.0,0.0,0.0,0.0
2560,4.0,83.0,1.0,0.0,6889.0
2561,4.0,83.0,2.0,0.0,13778.0
2562,4.0,83.0,3.0,0.0,20667.0
2563,4.0,83.0,4.0,0.0,0.0
2564,4.0,83.0,5.0,0.0,6889.0
2565,4.0,83.0,6.0,0.0,13778.0
2566,4.0,83.0,7.0,0.0,20667.0
2567,4.0,83.0,8.0,0.0,0.0
2568,4.0,83.0,9.0,0.0,6889.0
2569,4.0,83.0,10.0,0.0,13778.0
2570,4.0,83.0,11.0,0.0,20667.0
2571,4.0,83.0,12.0,0.0,0.0
2572,4.0,83.0,13.0,0.0,6889.0
2573,4.0,83.0,14.0,0.0,13778.0
2574,4.0,83.0,15.0,0.0,20667.0
2575,4.0,84.0,0.0,0.0,0.0
2576,4.0,84.0,1.0,0.0,85.0
2577,4.0,84.0,2.0,0.0,170.0
2578,4.0,84.0,3.0,0.0,255.0
2579,4.0,84.0,4.0,0.0,0.0
2580,4.0,84.0,5.0,0.0,85.0
2581,4.0,84.0,6.0,0.0,170.0
2582,4.0,84.0,7.0,0.0,255.0
2583,4.0,84.0,8.0,0.0,0.0
2584,4.0,84.0,9.0,0.0,85.0
2585,4.0,84.0,10.0,0.0,170.0
2586,4.0,84.0,11.0,0.0,255.0
2587,4.0,84.0,12.0,0.0,0.0
2588,4.0,84.0,13.0,0.0,85.0
2589,4.0,84.0,14.0,0.0,170.0
2590,4.0,84.0,15.0,0.0,255.0
2591,4.0,85.0,0.0,0.0,0.0
2592,4.0,85.0,1.0,0.0,7225.0
2593,4.0,85.0,2.0,0.0,86.0
2594,4.0,85.0,3.0,0.0,7311.0
2595,4.0,85.0,4.0,0.0,0.0
2596,4.0,85.0,5.0,0.0,7225.0
2597,4.0,85.0,6.0,0.0,86.0
2598,4.0,85.0,7.0,0.0,7311.0
2599,4.0,85.0,8.0,0.0,0.0
2600,4.0,85.0,9.0,0.0,7225.0
2601,4.0,85.0,10.0,0.0,86.0
2602,4.0,85.0,11.0,0.0,7311.0
2603,4.0,85.0,12.0,0.0,0.0
2604,4.0,85.0,13.0,0.0,7225.0
2605,4.0,85.0,14.0,0.0,86.0
2606,4.0,85.0,15.0,0.0,7311.0
2607,4.0,86.0,0.0,0.0,0.0
2608,4.0,86.0,1.0,0.0,261.0
2609,4.0,86.0,2.0,0.0,174.0
2610,4.0,86.0,3.0,0.0,87.0
2611,4.0,86.0,4.0,0.0,0.0
2612,4.0,86.0,5.0,0.0,261.0
2613,4.0,86.0,6.0,0.0,174.0
2614,4.0,86.0,7.0,0.0,87.0
2615,4.0,86.0,8.0,0.0,0.0
2616,4.0,86.0,9.0,0.0,261.0
2617,4.0,86.0,10.0,0.0,174.0
2618,4.0,86.0,11.0,0.0,87.0
2619,4.0,86.0,12.0,0.0,0.0
2620,4.0,86.0,13.0,0.0,261.0
2621,4.0,86.0,14.0,0.0,174.0
2622,4.0,86.0,15.0,0.0,87.0
2623,4.0,87.0,0.0,0.0,0.0
2624,4.0,87.0,1.0,0.0,7569.0
2625,4.0,87.0,2.0,0.0,15138.0
2626,4.0,87.0,3.0,0.0,22707.0
2627,4.0,87.0,4.0,0.0,0.0
2628,4.0,87.0,5.0,0.0,7569.0
2629,4.0,87.0,6.0,0.0,15138.0
2630,4.0,87.0,7.0,0.0,22707.0
2631,4.0,87.0,8.0,0.0,0.0
2632,4.0,87.0,9.0,0.0,7569.0
2633,4.0,87.0,10.0,0.0,15138.0
2634,4.0,87.0,11.0,0.0,22707.0
2635,4.0,87.0,12.0,0.0,0.0
2636,4.0,87.0,13.0,0.0,7569.0
2637,4.0,87.0,14.0,0.0,15138.0
2638,4.0,87.0,15.0,0.0,22707.0
2639,4.0,88.0,0.0,0.0,0.0
2640,4.0,88.0,1.0,0.0,89.0
2641,4.0,88.0,2.0,0.0,178.0
2642,4.0,88.0,3.0,0.0,267.0
2643,4.0,88.0,4.0,0.0,0.0
2644,4.0,88.0,5.0,0.0,89.0
2645,4.0,88.0,6.0,0.0,178.0
2646,4.0,88.0,7.0,0.0,267.0
2647,4.0,88.0,8.0,0.0,0.0
2648,4.0,88.0,9.0,0.0,89.0
2649,4.0,88.0,10.0,0.0,178.0
2650,4.0,88.0,11.0,0.0,267.0
2651,4.0,88.0,12.0,0.0,0.0
2652,4.0,88.0,13.0,0.0,89.0
2653,4.0,88.0,14.0,0.0,178.0
2654,4.0,88.0,15.0,0.0,267.0
2655,4.0,89.0,0.0,0.0,0.0
2656,4.0,89.0,1.0,0.0,7921.0
2657,4.0,89.0,2.0,0.0,90.0
2658,4.0,89.0,3.0,0.0,8011.0
2659,4.0,89.0,4.0,0.0,0.0
2660,4.0,89.0,5.0,0.0,7921.0
2661,4.0,89.0,6.0,0.0,90.0
2662,4.0,89.0,7.0,0.0,8011.0
2663,4.0,89.0,8.0,0.0,0.0
2664,4.0,89.0,9.0,0.0,7921.0
2665,4.0,89.0,10.0,0.0,90.0
2666,4.0,89.0,11.0,0.0,8011.0
2667,4.0,89.0,12.0,0.0,0.0
2668,4.0,89.0,13.0,0.0,7921.0
2669,4.0,89.0,14.0,0.0,90.0
2670,4.0,89.0,15.0,0.0,8011.0
2671,4.0,90.0,0.0,0.0,0.0
2672,4.0,90.0,1.0,0.0,273.0
2673,4.0,90.0,2.0,0.0,182.0
2674,4.0,90.0,3.0,0.0,91.0
2675,4.0,90.0,4.0,0.0,0.0
2676,4.0,90.0,5.0,0.0,273.0
2677,4.0,90.0,6.0,0.0,182.0
2678,4.0,90.0,7.0,0.0,91.0
2679,4.0,90.0,8.0,0.0,0.0
2680,4.0,90.0,9.0,0.0,273.0
2681,4.0,90.0,10.0,0.0,182.0
2682,4.0,90.0,11.0,0.0,91.0
2683,4.0,90.0,12.0,0.0,0.0
2684,4.0,90.0,13.0,0.0,273.0
2685,4.0,90.0,14.0,0.0,182.0
2686,4.0,90.0,15.0,0.0,91.0
2687,4.0,91.0,0.0,0.0,0.0
2688,4.0,91.0,1.0,0.0,8281.0
2689,4.0,91.0,2.0,0.0,16562.0
2690,4.0,91.0,3.0,0.0,24843.0
2691,4.0,91.0,4.0,0.0,0.0
2692,4.0,91.0,5.0,0.0,8281.0
2693,4.0,91.0,6.0,0.0,16562.0
2694,4.0,91.0,7.0,0.0,24843.0
2695,4.0,91.0,8.0,0.0,0.0
2696,4.0,91.0,9.0,0.0,8281.0
2697,4.0,91.0,10.0,0.0,16562.0
2698,4.0,91.0,11.0,0.0,24843.0
2699,4.0,91.0,12.0,0.0,0.0
2700,4.0,91.0,13.0,0.0,8281.0
2701,4.0,91.0,14.0,0.0,16562.0
2702,4.0,91.0,15.0,0.0,24843.0
2703,4.0,92.0,0.0,0.0,0.0
2704,4.0,92.0,1.0,0.0,93.0
2705,4.0,92.0,2.0,0.0,186.0
2706,4.0,92.0,3.0,0.0,279.0
2707,4.0,92.0,4.0,0.0,0.0
2708,4.0,92.0,5.0,0.0,93.0
2709,4.0,92.0,6.0,0.0,186.0
2710,4.0,92.0,7.0,0.0,279.0
2711,4.0,92.0,8.0,0.0,0.0
2712,4.0,92.0,9.0,0.0,93.0
2713,4.0,92.0,10.0,0.0,186.0
2714,4.0,92.0,11.0,0.0,279.0
2715,4.0,92.0,12.0,0.0,0.0
2716,4.0,92.0,13.0,0.0,93.0
2717,4.0,92.0,14.0,0.0,186.0
2718,4.0,92.0,15.0,0.0,279.0
2719,4.0,93.0,0.0,0.0,0.0
2720,4.0,93.0,1.0,0.0,8649.0
2721,4.0,93.0,2.0,0.0,94.0
2722,4.0,93.0,3.0,0.0,8743.0
2723,4.0,93.0,4.0,0.0,0.0
2724,4.0,93.0,5.0,0.0,8649.0
2725,4.0,93.0,6.0,0.0,94.0
2726,4.0,93.0,7.0,0.0,8743.0
2727,4.0,93.0,8.0,0.0,0.0
2728,4.0,93.0,9.0,0.0,8649.0
2729,4.0,93.0,10.0,0.0,94.0
2730,4.0,93.0,11.0,0.0,8743.0
2731,4.0,93.0,12.0,0.0,0.0
2732,4.0,93.0,13.0,0.0,8649.0
2733,4.0,93.0,14.0,0.0,94.0
2734,4.0,93.0,15.0,0.0,8743.0
2735,4.0,94.0,0.0,0.0,0.0
2736,4.0,94.0,1.0,0.0,285.0
2737,4.0,94.0,2.0,0.0,190.0
2738,4.0,94.0,3.0,0.0,95.0
2739,4.0,94.0,4.0,0.0,0.0
2740,4.0,94.0,5.0,0.0,285.0
2741,4.0,94.0,6.0,0.0,190.0
2742,4.0,94.0,7.0,0.0,95.0
2743,4.0,94.0,8.0,0.0,0.0
2744,4.0,94.0,9.0,0.0,285.0
2745,4.0,94.0,10.0,0.0,190.0
2746,4.0,94.0,11.0,0.0,95.0
2747,4.0,94.0,12.0,0.0,0.0
2748,4.0,94.0,13.0,0.0,285.0
2749,4.0,94.0,14.0,0.0,190.0
2750,4.0,94.0,15.0,0.0,95.0
2751,4.0,95.0,0.0,0.0,0.0
2752,4.0,95.0,1.0,0.0,9025.0
2753,4.0,95.0,2.0,0.0,18050.0
2754,4.0,95.0,3.0,0.0,27075.0
2755,4.0,95.0,4.0,0.0,0.0
2756,4.0,95.0,5.0,0.0,9025.0
2757,4.0,95.0,6.0,0.0,18050.0
2758,4.0,95.0,7.0,0.0,27075.0
2759,4.0,95.0,8.0,0.0,0.0
2760,4.0,95.0,9.0,0.0,9025.0
2761,4.0,95.0,10.0,0.0,18050.0
2762,4.0,95.0,11.0,0.0,27075.0
2763,4.0,95.0,12.0,0.0,0.0
2764,4.0,95.0,13.0,0.0,9025.0
2765,4.0,95.0,14.0,0.0,18050.0
2766,4.0,95.0,15.0,0.0,27075.0
2767,4.0,96.0,0.0,0.0,0.0
2768,4.0,96.0,1.0,0.0,97.0
2769,4.0,96.0,2.0,0.0,194.0
2770,4.0,96.0,3.0,0.0,291.0
2771,4.0,96.0,4.0,0.0,0.0
2772,4.0,96.0,5.0,0.0,97.0
2773,4.0,96.0,6.0,0.0,194.0
2774,4.0,96.0,7.0,0.0,291.0
2775,4.0,96.0,8.0,0.0,0.0
2776,4.0,96.0,9.0,0.0,97.0
2777,4.0,96.0,10.0,0.0,194.0
