,A,B,biasA,biasB,delay
4860,5.0,84.0,9.0,0.0,28224.0
4861,5.0,84.0,10.0,0.0,0.0
4862,5.0,84.0,11.0,0.0,7056.0
4863,5.0,84.0,12.0,0.0,14112.0
4864,5.0,84.0,13.0,0.0,21168.0
4865,5.0,84.0,14.0,0.0,28224.0
4866,5.0,84.0,15.0,0.0,0.0
4867,5.0,84.0,16.0,0.0,7056.0
4868,5.0,84.0,17.0,0.0,14112.0
4869,5.0,84.0,18.0,0.0,21168.0
4870,5.0,84.0,19.0,0.0,28224.0
4871,5.0,84.0,20.0,0.0,0.0
4872,5.0,84.0,21.0,0.0,7056.0
4873,5.0,84.0,22.0,0.0,14112.0
4874,5.0,84.0,23.0,0.0,21168.0
4875,5.0,84.0,24.0,0.0,28224.0
4876,5.0,85.0,0.0,0.0,0.0
4877,5.0,85.0,1.0,0.0,86.0
4878,5.0,85.0,2.0,0.0,172.0
4879,5.0,85.0,3.0,0.0,258.0
4880,5.0,85.0,4.0,0.0,344.0
4881,5.0,85.0,5.0,0.0,0.0
4882,5.0,85.0,6.0,0.0,86.0
4883,5.0,85.0,7.0,0.0,172.0
4884,5.0,85.0,8.0,0.0,258.0
4885,5.0,85.0,9.0,0.0,344.0
4886,5.0,85.0,10.0,0.0,0.0
4887,5.0,85.0,11.0,0.0,86.0
4888,5.0,85.0,12.0,0.0,172.0
4889,5.0,85.0,13.0,0.0,258.0
4890,5.0,85.0,14.0,0.0,344.0
4891,5.0,85.0,15.0,0.0,0.0
4892,5.0,85.0,16.0,0.0,86.0
4893,5.0,85.0,17.0,0.0,172.0
4894,5.0,85.0,18.0,0.0,258.0
4895,5.0,85.0,19.0,0.0,344.0
4896,5.0,85.0,20.0,0.0,0.0
4897,5.0,85.0,21.0,0.0,86.0
4898,5.0,85.0,22.0,0.0,172.0
4899,5.0,85.0,23.0,0.0,258.0
4900,5.0,85.0,24.0,0.0,344.0
4901,5.0,86.0,0.0,0.0,0.0
4902,5.0,86.0,1.0,0.0,261.0
4903,5.0,86.0,2.0,0.0,87.0
4904,5.0,86.0,3.0,0.0,348.0
4905,5.0,86.0,4.0,0.0,174.0
4906,5.0,86.0,5.0,0.0,0.0
4907,5.0,86.0,6.0,0.0,261.0
4908,5.0,86.0,7.0,0.0,87.0
4909,5.0,86.0,8.0,0.0,348.0
4910,5.0,86.0,9.0,0.0,174.0
4911,5.0,86.0,10.0,0.0,0.0
4912,5.0,86.0,11.0,0.0,261.0
4913,5.0,86.0,12.0,0.0,87.0
4914,5.0,86.0,13.0,0.0,348.0
4915,5.0,86.0,14.0,0.0,174.0
4916,5.0,86.0,15.0,0.0,0.0
4917,5.0,86.0,16.0,0.0,261.0
4918,5.0,86.0,17.0,0.0,87.0
4919,5.0,86.0,18.0,0.0,348.0
4920,5.0,86.0,19.0,0.0,174.0
4921,5.0,86.0,20.0,0.0,0.0
4922,5.0,86.0,21.0,0.0,261.0
4923,5.0,86.0,22.0,0.0,87.0
4924,5.0,86.0,23.0,0.0,348.0
4925,5.0,86.0,24.0,0.0,174.0
4926,5.0,87.0,0.0,0.0,0.0
4927,5.0,87.0,1.0,0.0,176.0
4928,5.0,87.0,2.0,0.0,352.0
4929,5.0,87.0,3.0,0.0,88.0
4930,5.0,87.0,4.0,0.0,264.0
4931,5.0,87.0,5.0,0.0,0.0
4932,5.0,87.0,6.0,0.0,176.0
4933,5.0,87.0,7.0,0.0,352.0
4934,5.0,87.0,8.0,0.0,88.0
4935,5.0,87.0,9.0,0.0,264.0
4936,5.0,87.0,10.0,0.0,0.0
4937,5.0,87.0,11.0,0.0,176.0
4938,5.0,87.0,12.0,0.0,352.0
4939,5.0,87.0,13.0,0.0,88.0
4940,5.0,87.0,14.0,0.0,264.0
4941,5.0,87.0,15.0,0.0,0.0
4942,5.0,87.0,16.0,0.0,176.0
4943,5.0,87.0,17.0,0.0,352.0
4944,5.0,87.0,18.0,0.0,88.0
4945,5.0,87.0,19.0,0.0,264.0
4946,5.0,87.0,20.0,0.0,0.0
4947,5.0,87.0,21.0,0.0,176.0
4948,5.0,87.0,22.0,0.0,352.0
4949,5.0,87.0,23.0,0.0,88.0
4950,5.0,87.0,24.0,0.0,264.0
4951,5.0,88.0,0.0,0.0,0.0
4952,5.0,88.0,1.0,0.0,356.0
4953,5.0,88.0,2.0,0.0,267.0
4954,5.0,88.0,3.0,0.0,178.0
4955,5.0,88.0,4.0,0.0,89.0
4956,5.0,88.0,5.0,0.0,0.0
4957,5.0,88.0,6.0,0.0,356.0
4958,5.0,88.0,7.0,0.0,267.0
4959,5.0,88.0,8.0,0.0,178.0
4960,5.0,88.0,9.0,0.0,89.0
4961,5.0,88.0,10.0,0.0,0.0
4962,5.0,88.0,11.0,0.0,356.0
4963,5.0,88.0,12.0,0.0,267.0
4964,5.0,88.0,13.0,0.0,178.0
4965,5.0,88.0,14.0,0.0,89.0
4966,5.0,88.0,15.0,0.0,0.0
4967,5.0,88.0,16.0,0.0,356.0
4968,5.0,88.0,17.0,0.0,267.0
4969,5.0,88.0,18.0,0.0,178.0
4970,5.0,88.0,19.0,0.0,89.0
4971,5.0,88.0,20.0,0.0,0.0
4972,5.0,88.0,21.0,0.0,356.0
4973,5.0,88.0,22.0,0.0,267.0
4974,5.0,88.0,23.0,0.0,178.0
4975,5.0,88.0,24.0,0.0,89.0
4976,5.0,89.0,0.0,0.0,0.0
4977,5.0,89.0,1.0,0.0,7921.0
4978,5.0,89.0,2.0,0.0,15842.0
4979,5.0,89.0,3.0,0.0,23763.0
4980,5.0,89.0,4.0,0.0,31684.0
4981,5.0,89.0,5.0,0.0,0.0
4982,5.0,89.0,6.0,0.0,7921.0
4983,5.0,89.0,7.0,0.0,15842.0
4984,5.0,89.0,8.0,0.0,23763.0
4985,5.0,89.0,9.0,0.0,31684.0
4986,5.0,89.0,10.0,0.0,0.0
4987,5.0,89.0,11.0,0.0,7921.0
4988,5.0,89.0,12.0,0.0,15842.0
4989,5.0,89.0,13.0,0.0,23763.0
4990,5.0,89.0,14.0,0.0,31684.0
4991,5.0,89.0,15.0,0.0,0.0
4992,5.0,89.0,16.0,0.0,7921.0
4993,5.0,89.0,17.0,0.0,15842.0
4994,5.0,89.0,18.0,0.0,23763.0
4995,5.0,89.0,19.0,0.0,31684.0
4996,5.0,89.0,20.0,0.0,0.0
4997,5.0,89.0,21.0,0.0,7921.0
4998,5.0,89.0,22.0,0.0,15842.0
4999,5.0,89.0,23.0,0.0,23763.0
5000,5.0,89.0,24.0,0.0,31684.0
5001,5.0,90.0,0.0,0.0,0.0
5002,5.0,90.0,1.0,0.0,91.0
5003,5.0,90.0,2.0,0.0,182.0
5004,5.0,90.0,3.0,0.0,273.0
5005,5.0,90.0,4.0,0.0,364.0
5006,5.0,90.0,5.0,0.0,0.0
5007,5.0,90.0,6.0,0.0,91.0
5008,5.0,90.0,7.0,0.0,182.0
5009,5.0,90.0,8.0,0.0,273.0
5010,5.0,90.0,9.0,0.0,364.0
5011,5.0,90.0,10.0,0.0,0.0
5012,5.0,90.0,11.0,0.0,91.0
5013,5.0,90.0,12.0,0.0,182.0
5014,5.0,90.0,13.0,0.0,273.0
5015,5.0,90.0,14.0,0.0,364.0
5016,5.0,90.0,15.0,0.0,0.0
5017,5.0,90.0,16.0,0.0,91.0
5018,5.0,90.0,17.0,0.0,182.0
5019,5.0,90.0,18.0,0.0,273.0
5020,5.0,90.0,19.0,0.0,364.0
5021,5.0,90.0,20.0,0.0,0.0
5022,5.0,90.0,21.0,0.0,91.0
5023,5.0,90.0,22.0,0.0,182.0
5024,5.0,90.0,23.0,0.0,273.0
5025,5.0,90.0,24.0,0.0,364.0
5026,5.0,91.0,0.0,0.0,0.0
5027,5.0,91.0,1.0,0.0,276.0
5028,5.0,91.0,2.0,0.0,92.0
5029,5.0,91.0,3.0,0.0,368.0
5030,5.0,91.0,4.0,0.0,184.0
5031,5.0,91.0,5.0,0.0,0.0
5032,5.0,91.0,6.0,0.0,276.0
5033,5.0,91.0,7.0,0.0,92.0
5034,5.0,91.0,8.0,0.0,368.0
5035,5.0,91.0,9.0,0.0,184.0
5036,5.0,91.0,10.0,0.0,0.0
5037,5.0,91.0,11.0,0.0,276.0
5038,5.0,91.0,12.0,0.0,92.0
5039,5.0,91.0,13.0,0.0,368.0
5040,5.0,91.0,14.0,0.0,184.0
5041,5.0,91.0,15.0,0.0,0.0
5042,5.0,91.0,16.0,0.0,276.0
5043,5.0,91.0,17.0,0.0,92.0
5044,5.0,91.0,18.0,0.0,368.0
5045,5.0,91.0,19.0,0.0,184.0
5046,5.0,91.0,20.0,0.0,0.0
5047,5.0,91.0,21.0,0.0,276.0
5048,5.0,91.0,22.0,0.0,92.0
5049,5.0,91.0,23.0,0.0,368.0
5050,5.0,91.0,24.0,0.0,184.0
5051,5.0,92.0,0.0,0.0,0.0
5052,5.0,92.0,1.0,0.0,186.0
5053,5.0,92.0,2.0,0.0,372.0
5054,5.0,92.0,3.0,0.0,93.0
5055,5.0,92.0,4.0,0.0,279.0
5056,5.0,92.0,5.0,0.0,0.0
5057,5.0,92.0,6.0,0.0,186.0
5058,5.0,92.0,7.0,0.0,372.0
5059,5.0,92.0,8.0,0.0,93.0
5060,5.0,92.0,9.0,0.0,279.0
5061,5.0,92.0,10.0,0.0,0.0
5062,5.0,92.0,11.0,0.0,186.0
5063,5.0,92.0,12.0,0.0,372.0
5064,5.0,92.0,13.0,0.0,93.0
5065,5.0,92.0,14.0,0.0,279.0
5066,5.0,92.0,15.0,0.0,0.0
5067,5.0,92.0,16.0,0.0,186.0
5068,5.0,92.0,17.0,0.0,372.0
5069,5.0,92.0,18.0,0.0,93.0
5070,5.0,92.0,19.0,0.0,279.0
5071,5.0,92.0,20.0,0.0,0.0
5072,5.0,92.0,21.0,0.0,186.0
5073,5.0,92.0,22.0,0.0,372.0
5074,5.0,92.0,23.0,0.0,93.0
5075,5.0,92.0,24.0,0.0,279.0
5076,5.0,93.0,0.0,0.0,0.0
5077,5.0,93.0,1.0,0.0,376.0
5078,5.0,93.0,2.0,0.0,282.0
5079,5.0,93.0,3.0,0.0,188.0
5080,5.0,93.0,4.0,0.0,94.0
5081,5.0,93.0,5.0,0.0,0.0
5082,5.0,93.0,6.0,0.0,376.0
5083,5.0,93.0,7.0,0.0,282.0
5084,5.0,93.0,8.0,0.0,188.0
5085,5.0,93.0,9.0,0.0,94.0
5086,5.0,93.0,10.0,0.0,0.0
5087,5.0,93.0,11.0,0.0,376.0
5088,5.0,93.0,12.0,0.0,282.0
5089,5.0,93.0,13.0,0.0,188.0
5090,5.0,93.0,14.0,0.0,94.0
5091,5.0,93.0,15.0,0.0,0.0
5092,5.0,93.0,16.0,0.0,376.0
5093,5.0,93.0,17.0,0.0,282.0
5094,5.0,93.0,18.0,0.0,188.0
5095,5.0,93.0,19.0,0.0,94.0
5096,5.0,93.0,20.0,0.0,0.0
5097,5.0,93.0,21.0,0.0,376.0
5098,5.0,93.0,22.0,0.0,282.0
5099,5.0,93.0,23.0,0.0,188.0
5100,5.0,93.0,24.0,0.0,94.0
5101,5.0,94.0,0.0,0.0,0.0
5102,5.0,94.0,1.0,0.0,8836.0
5103,5.0,94.0,2.0,0.0,17672.0
5104,5.0,94.0,3.0,0.0,26508.0
5105,5.0,94.0,4.0,0.0,35344.0
5106,5.0,94.0,5.0,0.0,0.0
5107,5.0,94.0,6.0,0.0,8836.0
5108,5.0,94.0,7.0,0.0,17672.0
5109,5.0,94.0,8.0,0.0,26508.0
5110,5.0,94.0,9.0,0.0,35344.0
5111,5.0,94.0,10.0,0.0,0.0
5112,5.0,94.0,11.0,0.0,8836.0
5113,5.0,94.0,12.0,0.0,17672.0
5114,5.0,94.0,13.0,0.0,26508.0
5115,5.0,94.0,14.0,0.0,35344.0
5116,5.0,94.0,15.0,0.0,0.0
5117,5.0,94.0,16.0,0.0,8836.0
5118,5.0,94.0,17.0,0.0,17672.0
5119,5.0,94.0,18.0,0.0,26508.0
5120,5.0,94.0,19.0,0.0,35344.0
5121,5.0,94.0,20.0,0.0,0.0
5122,5.0,94.0,21.0,0.0,8836.0
5123,5.0,94.0,22.0,0.0,17672.0
5124,5.0,94.0,23.0,0.0,26508.0
5125,5.0,94.0,24.0,0.0,35344.0
5126,5.0,95.0,0.0,0.0,0.0
5127,5.0,95.0,1.0,0.0,96.0
5128,5.0,95.0,2.0,0.0,192.0
5129,5.0,95.0,3.0,0.0,288.0
5130,5.0,95.0,4.0,0.0,384.0
5131,5.0,95.0,5.0,0.0,0.0
5132,5.0,95.0,6.0,0.0,96.0
5133,5.0,95.0,7.0,0.0,192.0
5134,5.0,95.0,8.0,0.0,288.0
5135,5.0,95.0,9.0,0.0,384.0
5136,5.0,95.0,10.0,0.0,0.0
5137,5.0,95.0,11.0,0.0,96.0
5138,5.0,95.0,12.0,0.0,192.0
5139,5.0,95.0,13.0,0.0,288.0
5140,5.0,95.0,14.0,0.0,384.0
5141,5.0,95.0,15.0,0.0,0.0
5142,5.0,95.0,16.0,0.0,96.0
5143,5.0,95.0,17.0,0.0,192.0
5144,5.0,95.0,18.0,0.0,288.0
5145,5.0,95.0,19.0,0.0,384.0
5146,5.0,95.0,20.0,0.0,0.0
5147,5.0,95.0,21.0,0.0,96.0
5148,5.0,95.0,22.0,0.0,192.0
5149,5.0,95.0,23.0,0.0,288.0
5150,5.0,95.0,24.0,0.0,384.0
5151,5.0,96.0,0.0,0.0,0.0
5152,5.0,96.0,1.0,0.0,291.0
5153,5.0,96.0,2.0,0.0,97.0
5154,5.0,96.0,3.0,0.0,388.0
5155,5.0,96.0,4.0,0.0,194.0
5156,5.0,96.0,5.0,0.0,0.0
5157,5.0,96.0,6.0,0.0,291.0
5158,5.0,96.0,7.0,0.0,97.0
5159,5.0,96.0,8.0,0.0,388.0
5160,5.0,96.0,9.0,0.0,194.0
5161,5.0,96.0,10.0,0.0,0.0
5162,5.0,96.0,11.0,0.0,291.0
5163,5.0,96.0,12.0,0.0,97.0
5164,5.0,96.0,13.0,0.0,388.0
5165,5.0,96.0,14.0,0.0,194.0
5166,5.0,96.0,15.0,0.0,0.0
5167,5.0,96.0,16.0,0.0,291.0
5168,5.0,96.0,17.0,0.0,97.0
5169,5.0,96.0,18.0,0.0,388.0
5170,5.0,96.0,19.0,0.0,194.0
5171,5.0,96.0,20.0,0.0,0.0
5172,5.0,96.0,21.0,0.0,291.0
5173,5.0,96.0,22.0,0.0,97.0
5174,5.0,96.0,23.0,0.0,388.0
5175,5.0,96.0,24.0,0.0,194.0
5176,5.0,97.0,0.0,0.0,0.0
5177,5.0,97.0,1.0,0.0,196.0
5178,5.0,97.0,2.0,0.0,392.0
5179,5.0,97.0,3.0,0.0,98.0
5180,5.0,97.0,4.0,0.0,294.0
5181,5.0,97.0,5.0,0.0,0.0
5182,5.0,97.0,6.0,0.0,196.0
5183,5.0,97.0,7.0,0.0,392.0
5184,5.0,97.0,8.0,0.0,98.0
5185,5.0,97.0,9.0,0.0,294.0
5186,5.0,97.0,10.0,0.0,0.0
5187,5.0,97.0,11.0,0.0,196.0
5188,5.0,97.0,12.0,0.0,392.0
5189,5.0,97.0,13.0,0.0,98.0
5190,5.0,97.0,14.0,0.0,294.0
5191,5.0,97.0,15.0,0.0,0.0
5192,5.0,97.0,16.0,0.0,196.0
5193,5.0,97.0,17.0,0.0,392.0
5194,5.0,97.0,18.0,0.0,98.0
5195,5.0,97.0,19.0,0.0,294.0
5196,5.0,97.0,20.0,0.0,0.0
5197,5.0,97.0,21.0,0.0,196.0
5198,5.0,97.0,22.0,0.0,392.0
5199,5.0,97.0,23.0,0.0,98.0
5200,5.0,97.0,24.0,0.0,294.0
5201,5.0,98.0,0.0,0.0,0.0
5202,5.0,98.0,1.0,0.0,396.0
5203,5.0,98.0,2.0,0.0,297.0
5204,5.0,98.0,3.0,0.0,198.0
5205,5.0,98.0,4.0,0.0,99.0
5206,5.0,98.0,5.0,0.0,0.0
5207,5.0,98.0,6.0,0.0,396.0
5208,5.0,98.0,7.0,0.0,297.0
5209,5.0,98.0,8.0,0.0,198.0
5210,5.0,98.0,9.0,0.0,99.0
5211,5.0,98.0,10.0,0.0,0.0
5212,5.0,98.0,11.0,0.0,396.0
5213,5.0,98.0,12.0,0.0,297.0
5214,5.0,98.0,13.0,0.0,198.0
5215,5.0,98.0,14.0,0.0,99.0
5216,5.0,98.0,15.0,0.0,0.0
5217,5.0,98.0,16.0,0.0,396.0
5218,5.0,98.0,17.0,0.0,297.0
5219,5.0,98.0,18.0,0.0,198.0
5220,5.0,98.0,19.0,0.0,99.0
5221,5.0,98.0,20.0,0.0,0.0
5222,5.0,98.0,21.0,0.0,396.0
5223,5.0,98.0,22.0,0.0,297.0
5224,5.0,98.0,23.0,0.0,198.0
5225,5.0,98.0,24.0,0.0,99.0
5226,5.0,99.0,0.0,0.0,0.0
5227,5.0,99.0,1.0,0.0,9801.0
5228,5.0,99.0,2.0,0.0,19602.0
5229,5.0,99.0,3.0,0.0,29403.0
5230,5.0,99.0,4.0,0.0,39204.0
5231,5.0,99.0,5.0,0.0,0.0
5232,5.0,99.0,6.0,0.0,9801.0
5233,5.0,99.0,7.0,0.0,19602.0
5234,5.0,99.0,8.0,0.0,29403.0
5235,5.0,99.0,9.0,0.0,39204.0
5236,5.0,99.0,10.0,0.0,0.0
5237,5.0,99.0,11.0,0.0,9801.0
5238,5.0,99.0,12.0,0.0,19602.0
5239,5.0,99.0,13.0,0.0,29403.0
5240,5.0,99.0,14.0,0.0,39204.0
5241,5.0,99.0,15.0,0.0,0.0
5242,5.0,99.0,16.0,0.0,9801.0
5243,5.0,99.0,17.0,0.0,19602.0
5244,5.0,99.0,18.0,0.0,29403.0
5245,5.0,99.0,19.0,0.0,39204.0
5246,5.0,99.0,20.0,0.0,0.0
5247,5.0,99.0,21.0,0.0,9801.0
5248,5.0,99.0,22.0,0.0,19602.0
5249,5.0,99.0,23.0,0.0,29403.0
5250,5.0,99.0,24.0,0.0,39204.0
5251,5.0,100.0,0.0,0.0,0.0
5252,5.0,100.0,1.0,0.0,101.0
5253,5.0,100.0,2.0,0.0,202.0
5254,5.0,100.0,3.0,0.0,303.0
5255,5.0,100.0,4.0,0.0,404.0
5256,5.0,100.0,5.0,0.0,0.0
5257,5.0,100.0,6.0,0.0,101.0
5258,5.0,100.0,7.0,0.0,202.0
5259,5.0,100.0,8.0,0.0,303.0
5260,5.0,100.0,9.0,0.0,404.0
5261,5.0,100.0,10.0,0.0,0.0
5262,5.0,100.0,11.0,0.0,101.0
5263,5.0,100.0,12.0,0.0,202.0
5264,5.0,100.0,13.0,0.0,303.0
5265,5.0,100.0,14.0,0.0,404.0
5266,5.0,100.0,15.0,0.0,0.0
5267,5.0,100.0,16.0,0.0,101.0
5268,5.0,100.0,17.0,0.0,202.0
5269,5.0,100.0,18.0,0.0,303.0
5270,5.0,100.0,19.0,0.0,404.0
5271,5.0,100.0,20.0,0.0,0.0
5272,5.0,100.0,21.0,0.0,101.0
5273,5.0,100.0,22.0,0.0,202.0
5274,5.0,100.0,23.0,0.0,303.0
5275,5.0,100.0,24.0,0.0,404.0
5276,6.0,2.0,0.0,0.0,0.0
5277,6.0,2.0,0.0,1.0,0.0
5278,6.0,2.0,0.0,2.0,6.0
5279,6.0,2.0,0.0,3.0,6.0
5280,6.0,3.0,0.0,0.0,0.0
5281,6.0,3.0,0.0,1.0,0.0
5282,6.0,3.0,0.0,2.0,6.0
5283,6.0,3.0,0.0,3.0,12.0
5284,6.0,3.0,0.0,4.0,12.0
5285,6.0,3.0,0.0,5.0,0.0
5286,6.0,3.0,0.0,6.0,6.0
5287,6.0,3.0,0.0,7.0,6.0
5288,6.0,3.0,0.0,8.0,12.0
5289,6.0,4.0,0.0,0.0,0.0
5290,6.0,4.0,0.0,1.0,0.0
5291,6.0,4.0,0.0,2.0,12.0
5292,6.0,4.0,0.0,3.0,18.0
5293,6.0,4.0,0.0,4.0,30.0
5294,6.0,4.0,0.0,5.0,36.0
5295,6.0,4.0,0.0,6.0,0.0
5296,6.0,4.0,0.0,7.0,6.0
5297,6.0,4.0,0.0,8.0,18.0
5298,6.0,4.0,0.0,9.0,24.0
5299,6.0,4.0,0.0,10.0,36.0
5300,6.0,4.0,0.0,11.0,0.0
5301,6.0,4.0,0.0,12.0,6.0
5302,6.0,4.0,0.0,13.0,12.0
5303,6.0,4.0,0.0,14.0,24.0
5304,6.0,4.0,0.0,15.0,30.0
5305,6.0,5.0,0.0,0.0,0.0
5306,6.0,5.0,0.0,1.0,0.0
5307,6.0,5.0,0.0,2.0,102.0
5308,6.0,5.0,0.0,3.0,78.0
5309,6.0,5.0,0.0,4.0,54.0
5310,6.0,5.0,0.0,5.0,30.0
5311,6.0,5.0,0.0,6.0,6.0
5312,6.0,5.0,0.0,7.0,0.0
5313,6.0,5.0,0.0,8.0,108.0
5314,6.0,5.0,0.0,9.0,84.0
5315,6.0,5.0,0.0,10.0,60.0
5316,6.0,5.0,0.0,11.0,36.0
5317,6.0,5.0,0.0,12.0,12.0
5318,6.0,5.0,0.0,13.0,0.0
5319,6.0,5.0,0.0,14.0,114.0
5320,6.0,5.0,0.0,15.0,90.0
5321,6.0,5.0,0.0,16.0,66.0
5322,6.0,5.0,0.0,17.0,42.0
5323,6.0,5.0,0.0,18.0,18.0
5324,6.0,5.0,0.0,19.0,0.0
5325,6.0,5.0,0.0,20.0,120.0
5326,6.0,5.0,0.0,21.0,96.0
5327,6.0,5.0,0.0,22.0,72.0
5328,6.0,5.0,0.0,23.0,48.0
5329,6.0,5.0,0.0,24.0,24.0
5330,6.0,6.0,0.0,0.0,0.0
5331,6.0,6.0,1.0,0.0,7.0
5332,6.0,6.0,2.0,0.0,14.0
5333,6.0,6.0,3.0,0.0,21.0
5334,6.0,6.0,4.0,0.0,28.0
5335,6.0,6.0,5.0,0.0,35.0
5336,6.0,6.0,6.0,0.0,0.0
5337,6.0,6.0,7.0,0.0,7.0
5338,6.0,6.0,8.0,0.0,14.0
5339,6.0,6.0,9.0,0.0,21.0
5340,6.0,6.0,10.0,0.0,28.0
5341,6.0,6.0,11.0,0.0,35.0
5342,6.0,6.0,12.0,0.0,0.0
5343,6.0,6.0,13.0,0.0,7.0
5344,6.0,6.0,14.0,0.0,14.0
5345,6.0,6.0,15.0,0.0,21.0
5346,6.0,6.0,16.0,0.0,28.0
5347,6.0,6.0,17.0,0.0,35.0
5348,6.0,6.0,18.0,0.0,0.0
5349,6.0,6.0,19.0,0.0,7.0
5350,6.0,6.0,20.0,0.0,14.0
5351,6.0,6.0,21.0,0.0,21.0
5352,6.0,6.0,22.0,0.0,28.0
5353,6.0,6.0,23.0,0.0,35.0
5354,6.0,6.0,24.0,0.0,0.0
5355,6.0,6.0,25.0,0.0,7.0
5356,6.0,6.0,26.0,0.0,14.0
5357,6.0,6.0,27.0,0.0,21.0
5358,6.0,6.0,28.0,0.0,28.0
5359,6.0,6.0,29.0,0.0,35.0
5360,6.0,6.0,30.0,0.0,0.0
5361,6.0,6.0,31.0,0.0,7.0
5362,6.0,6.0,32.0,0.0,14.0
5363,6.0,6.0,33.0,0.0,21.0
5364,6.0,6.0,34.0,0.0,28.0
5365,6.0,6.0,35.0,0.0,35.0
5366,6.0,7.0,0.0,0.0,0.0
5367,6.0,7.0,1.0,0.0,49.0
5368,6.0,7.0,2.0,0.0,8.0
5369,6.0,7.0,3.0,0.0,57.0
5370,6.0,7.0,4.0,0.0,16.0
5371,6.0,7.0,5.0,0.0,65.0
5372,6.0,7.0,6.0,0.0,0.0
5373,6.0,7.0,7.0,0.0,49.0
5374,6.0,7.0,8.0,0.0,8.0
5375,6.0,7.0,9.0,0.0,57.0
5376,6.0,7.0,10.0,0.0,16.0
5377,6.0,7.0,11.0,0.0,65.0
5378,6.0,7.0,12.0,0.0,0.0
5379,6.0,7.0,13.0,0.0,49.0
5380,6.0,7.0,14.0,0.0,8.0
5381,6.0,7.0,15.0,0.0,57.0
5382,6.0,7.0,16.0,0.0,16.0
5383,6.0,7.0,17.0,0.0,65.0
5384,6.0,7.0,18.0,0.0,0.0
5385,6.0,7.0,19.0,0.0,49.0
5386,6.0,7.0,20.0,0.0,8.0
5387,6.0,7.0,21.0,0.0,57.0
5388,6.0,7.0,22.0,0.0,16.0
5389,6.0,7.0,23.0,0.0,65.0
5390,6.0,7.0,24.0,0.0,0.0
5391,6.0,7.0,25.0,0.0,49.0
5392,6.0,7.0,26.0,0.0,8.0
5393,6.0,7.0,27.0,0.0,57.0
5394,6.0,7.0,28.0,0.0,16.0
5395,6.0,7.0,29.0,0.0,65.0
5396,6.0,7.0,30.0,0.0,0.0
5397,6.0,7.0,31.0,0.0,49.0
5398,6.0,7.0,32.0,0.0,8.0
5399,6.0,7.0,33.0,0.0,57.0
5400,6.0,7.0,34.0,0.0,16.0
5401,6.0,7.0,35.0,0.0,65.0
5402,6.0,8.0,0.0,0.0,0.0
5403,6.0,8.0,1.0,0.0,73.0
5404,6.0,8.0,2.0,0.0,128.0
5405,6.0,8.0,3.0,0.0,9.0
5406,6.0,8.0,4.0,0.0,64.0
5407,6.0,8.0,5.0,0.0,137.0
5408,6.0,8.0,6.0,0.0,0.0
5409,6.0,8.0,7.0,0.0,73.0
5410,6.0,8.0,8.0,0.0,128.0
5411,6.0,8.0,9.0,0.0,9.0
5412,6.0,8.0,10.0,0.0,64.0
5413,6.0,8.0,11.0,0.0,137.0
5414,6.0,8.0,12.0,0.0,0.0
5415,6.0,8.0,13.0,0.0,73.0
5416,6.0,8.0,14.0,0.0,128.0
5417,6.0,8.0,15.0,0.0,9.0
5418,6.0,8.0,16.0,0.0,64.0
5419,6.0,8.0,17.0,0.0,137.0
5420,6.0,8.0,18.0,0.0,0.0
5421,6.0,8.0,19.0,0.0,73.0
5422,6.0,8.0,20.0,0.0,128.0
5423,6.0,8.0,21.0,0.0,9.0
5424,6.0,8.0,22.0,0.0,64.0
5425,6.0,8.0,23.0,0.0,137.0
5426,6.0,8.0,24.0,0.0,0.0
5427,6.0,8.0,25.0,0.0,73.0
5428,6.0,8.0,26.0,0.0,128.0
5429,6.0,8.0,27.0,0.0,9.0
5430,6.0,8.0,28.0,0.0,64.0
5431,6.0,8.0,29.0,0.0,137.0
5432,6.0,8.0,30.0,0.0,0.0
5433,6.0,8.0,31.0,0.0,73.0
5434,6.0,8.0,32.0,0.0,128.0
5435,6.0,8.0,33.0,0.0,9.0
5436,6.0,8.0,34.0,0.0,64.0
5437,6.0,8.0,35.0,0.0,137.0
5438,6.0,9.0,0.0,0.0,0.0
5439,6.0,9.0,1.0,0.0,91.0
5440,6.0,9.0,2.0,0.0,20.0
5441,6.0,9.0,3.0,0.0,81.0
5442,6.0,9.0,4.0,0.0,10.0
5443,6.0,9.0,5.0,0.0,101.0
5444,6.0,9.0,6.0,0.0,0.0
5445,6.0,9.0,7.0,0.0,91.0
5446,6.0,9.0,8.0,0.0,20.0
5447,6.0,9.0,9.0,0.0,81.0
5448,6.0,9.0,10.0,0.0,10.0
5449,6.0,9.0,11.0,0.0,101.0
5450,6.0,9.0,12.0,0.0,0.0
5451,6.0,9.0,13.0,0.0,91.0
5452,6.0,9.0,14.0,0.0,20.0
5453,6.0,9.0,15.0,0.0,81.0
5454,6.0,9.0,16.0,0.0,10.0
5455,6.0,9.0,17.0,0.0,101.0
5456,6.0,9.0,18.0,0.0,0.0
5457,6.0,9.0,19.0,0.0,91.0
5458,6.0,9.0,20.0,0.0,20.0
5459,6.0,9.0,21.0,0.0,81.0
5460,6.0,9.0,22.0,0.0,10.0
5461,6.0,9.0,23.0,0.0,101.0
5462,6.0,9.0,24.0,0.0,0.0
5463,6.0,9.0,25.0,0.0,91.0
