,A,B,max_Delay
148,64,13,1472
149,64,14,2560
150,64,15,3392
151,64,16,inf
152,64,17,2176
153,64,18,2432
154,64,19,1600
155,64,20,1536
156,64,21,1920
157,64,22,5376
158,64,23,3904
159,64,24,inf
160,64,25,2176
161,64,26,1856
162,64,27,2880
163,64,28,3072
164,64,29,3840
165,64,30,8192
166,64,31,29760
167,64,32,inf
168,64,33,2624
169,64,34,3264
170,64,35,4224
171,64,36,4416
172,64,37,2560
173,64,38,10240
174,64,39,10944
175,64,40,inf
176,64,41,4096
177,64,42,5056
178,64,43,6144
179,64,44,6464
180,64,45,4032
181,64,46,10752
182,64,47,33216
183,64,48,inf
184,64,49,4288
185,64,50,3712
186,64,51,8832
187,64,52,7040
188,64,53,5824
189,64,54,8960
190,64,55,21504
191,64,56,inf
192,64,57,6144
193,64,58,5248
194,64,59,11520
195,64,60,9088
196,64,61,5952
197,64,62,4096
198,64,63,249984
199,64,64,4095
200,64,65,6271
201,64,66,4221
202,64,67,14487
203,64,68,4347
204,64,69,6931
205,64,70,4473
206,64,71,35791
207,64,72,4599
208,64,73,7623
209,64,74,4725
210,64,75,18015
211,64,76,4851
212,64,77,8347
213,64,78,4977
214,64,79,93855
215,64,80,5103
216,64,81,9103
217,64,82,5229
218,64,83,21927
219,64,84,5355
220,64,85,9891
221,64,86,5481
222,64,87,53599
223,64,88,5607
224,64,89,10711
225,64,90,5733
226,64,91,26223
227,64,92,5859
228,64,93,11563
229,64,94,5985
230,64,95,279871
231,64,96,6111
232,64,97,12447
233,64,98,6237
234,64,99,30903
235,64,100,6363
236,65,2,130
237,65,3,260
238,65,4,260
239,65,5,260
240,65,6,1950
241,65,7,1365
242,65,8,520
243,65,9,715
244,65,10,780
245,65,11,1170
246,65,12,1755
247,65,13,780
248,65,14,975
249,65,15,1365
250,65,16,1300
251,65,17,6890
252,65,18,1365
253,65,19,1820
254,65,20,1430
255,65,21,2470
256,65,22,2470
257,65,23,2340
258,65,24,2665
259,65,25,7540
260,65,26,2990
261,65,27,10140
262,65,28,4290
263,65,29,3900
264,65,30,3380
265,65,31,2210
266,65,32,4030
267,65,33,5005
268,65,34,5330
269,65,35,3250
270,65,36,3120
271,65,37,3510
272,65,38,17420
273,65,39,6500
274,65,40,4940
275,65,41,4810
276,65,42,2990
277,65,43,6890
278,65,44,8580
279,65,45,5135
280,65,46,21190
281,65,47,5265
282,65,48,5720
283,65,49,10140
284,65,50,4680
285,65,51,31460
286,65,52,7410
287,65,53,4095
288,65,54,12480
289,65,55,6825
290,65,56,15730
291,65,57,6955
292,65,58,5070
293,65,59,14820
294,65,60,9880
295,65,61,6695
296,65,62,8190
297,65,63,4225
298,65,64,262080
299,65,65,4224
300,65,66,4288
301,65,67,4352
302,65,68,4416
303,65,69,19884
304,65,70,4544
305,65,71,4608
306,65,72,4672
307,65,73,4736
308,65,74,22804
309,65,75,4864
310,65,76,4928
311,65,77,71460
312,65,78,5056
313,65,79,25924
314,65,80,5184
315,65,81,5248
316,65,82,5312
317,65,83,5376
318,65,84,29244
319,65,85,5504
320,65,86,5568
321,65,87,5632
322,65,88,5696
323,65,89,32764
324,65,90,97564
325,65,91,5888
326,65,92,5952
327,65,93,6016
328,65,94,36484
329,65,95,6144
330,65,96,6208
331,65,97,6272
332,65,98,6336
333,65,99,40404
334,65,100,6464
335,66,2,66
336,66,3,132
337,66,4,264
338,66,5,396
339,66,6,330
340,66,7,726
341,66,8,528
342,66,9,1452
343,66,10,990
344,66,11,660
345,66,12,1452
346,66,13,990
347,66,14,1848
348,66,15,1188
349,66,16,1452
350,66,17,1650
351,66,18,1782
352,66,19,1980
353,66,20,2376
354,66,21,9240
355,66,22,1386
356,66,23,3036
357,66,24,4092
358,66,25,2772
359,66,26,2178
360,66,27,3102
361,66,28,16368
362,66,29,4620
363,66,30,4092
364,66,31,3234
365,66,32,32736
366,66,33,2112
367,66,34,2772
368,66,35,6600
369,66,36,6600
370,66,37,3432
371,66,38,4422
372,66,39,3696
373,66,40,23892
374,66,41,8844
375,66,42,5742
376,66,43,38940
377,66,44,4752
378,66,45,3432
379,66,46,3696
380,66,47,11748
381,66,48,8316
382,66,49,4686
383,66,50,6006
384,66,51,4356
385,66,52,6138
386,66,53,14520
387,66,54,29370
388,66,55,4752
389,66,56,8316
390,66,57,5214
391,66,58,6072
392,66,59,18480
393,66,60,10428
394,66,61,7128
395,66,62,9702
396,66,63,6336
397,66,64,4356
398,66,65,274560
399,66,66,4355
400,66,67,6665
401,66,68,10697
402,66,69,7001
403,66,70,4615
404,66,71,25925
405,66,72,4745
406,66,73,7697
407,66,74,12527
408,66,75,8057
409,66,76,58145
410,66,77,30425
411,66,78,5135
412,66,79,8801
413,66,80,14501
414,66,81,9185
415,66,82,5395
416,66,83,35285
417,66,84,5525
418,66,85,9977
419,66,86,16619
420,66,87,159125
421,66,88,5785
422,66,89,40505
423,66,90,5915
424,66,91,11225
425,66,92,18881
426,66,93,11657
427,66,94,6175
428,66,95,46085
429,66,96,6305
430,66,97,12545
431,66,98,307427
432,66,99,13001
433,66,100,6565
434,67,2,134
435,67,3,402
436,67,4,402
437,67,5,402
438,67,6,603
439,67,7,1206
440,67,8,2814
441,67,9,804
442,67,10,2010
443,67,11,804
444,67,12,1072
445,67,13,1876
446,67,14,5226
447,67,15,3484
448,67,16,1742
449,67,17,1541
450,67,18,2010
451,67,19,2680
452,67,20,4690
453,67,21,1675
454,67,22,2814
455,67,23,4020
456,67,24,2412
457,67,25,5427
458,67,26,2881
459,67,27,3886
460,67,28,10184
461,67,29,31892
462,67,30,2881
463,67,31,7236
464,67,32,2345
465,67,33,4288
466,67,34,3752
467,67,35,3752
468,67,36,14338
469,67,37,41004
470,67,38,3953
471,67,39,3015
472,67,40,5226
473,67,41,4556
474,67,42,4020
475,67,43,10586
476,67,44,5561
477,67,45,4489
478,67,46,4824
479,67,47,5360
480,67,48,13266
481,67,49,3685
482,67,50,5494
483,67,51,4355
484,67,52,6030
485,67,53,6901
486,67,54,6700
487,67,55,6432
488,67,56,11792
489,67,57,5561
490,67,58,8844
491,67,59,9715
492,67,60,17688
493,67,61,7437
494,67,62,6298
495,67,63,9983
496,67,64,8710
497,67,65,4489
498,67,66,287430
499,67,67,4488
500,67,68,4554
501,67,69,4620
502,67,70,4686
503,67,71,4752
504,67,72,4818
505,67,73,4884
506,67,74,4950
507,67,75,5016
508,67,76,5082
509,67,77,5148
510,67,78,5214
511,67,79,5280
512,67,80,5346
513,67,81,5412
514,67,82,5478
515,67,83,5544
516,67,84,5610
517,67,85,5676
518,67,86,5742
519,67,87,5808
520,67,88,5874
521,67,89,5940
522,67,90,6006
523,67,91,6072
524,67,92,6138
525,67,93,6204
526,67,94,6270
527,67,95,6336
528,67,96,6402
529,67,97,6468
530,67,98,6534
531,67,99,6600
532,67,100,6666
533,68,2,inf
534,68,3,408
535,68,4,204
536,68,5,476
537,68,6,544
538,68,7,2040
539,68,8,544
540,68,9,1632
541,68,10,1088
542,68,11,1360
543,68,12,1700
544,68,13,1904
545,68,14,2992
546,68,15,2856
547,68,16,4080
548,68,17,1088
549,68,18,2448
550,68,19,1496
551,68,20,3196
552,68,21,5576
553,68,22,2720
554,68,23,1904
555,68,24,7344
556,68,25,13056
557,68,26,2312
558,68,27,2652
559,68,28,2516
560,68,29,3536
561,68,30,3128
562,68,31,3808
563,68,32,9248
564,68,33,35904
565,68,34,inf
566,68,35,4760
567,68,36,3672
568,68,37,3468
569,68,38,4420
570,68,39,5576
571,68,40,4896
572,68,41,3672
573,68,42,7548
574,68,43,6800
575,68,44,3264
576,68,45,4488
577,68,46,4352
578,68,47,7616
579,68,48,15912
580,68,49,4284
581,68,50,40188
582,68,51,8568
583,68,52,5712
584,68,53,5712
585,68,54,5984
586,68,55,10744
587,68,56,7344
588,68,57,6256
589,68,58,16456
590,68,59,11696
591,68,60,8840
592,68,61,7684
593,68,62,9384
594,68,63,13056
595,68,64,7344
596,68,65,6732
597,68,66,4624
598,68,67,300696
599,68,68,4623
600,68,69,7071
601,68,70,4757
602,68,71,16275
603,68,72,4891
604,68,73,7771
605,68,74,5025
606,68,75,18091
607,68,76,5159
608,68,77,8503
609,68,78,5293
610,68,79,20003
611,68,80,5427
612,68,81,9267
613,68,82,5561
614,68,83,22011
615,68,84,113151
616,68,85,10063
617,68,86,5829
618,68,87,24115
619,68,88,5963
620,68,89,10891
621,68,90,6097
622,68,91,26315
623,68,92,6231
624,68,93,11751
625,68,94,6365
626,68,95,28611
627,68,96,6499
628,68,97,12643
629,68,98,6633
630,68,99,31003
631,68,100,6767
632,69,2,138
633,69,3,138
634,69,4,828
635,69,5,1380
636,69,6,414
637,69,7,552
638,69,8,690
639,69,9,690
640,69,10,1242
641,69,11,1104
642,69,12,966
643,69,13,3312
644,69,14,1725
645,69,15,1104
646,69,16,1518
647,69,17,1863
648,69,18,1932
649,69,19,1656
650,69,20,3174
651,69,21,2070
652,69,22,10626
653,69,23,1518
654,69,24,3036
655,69,25,3864
656,69,26,1932
657,69,27,5175
658,69,28,5796
659,69,29,2484
660,69,30,5796
661,69,31,20079
662,69,32,3036
663,69,33,2484
664,69,34,4554
665,69,35,3174
666,69,36,8004
667,69,37,4761
668,69,38,3795
669,69,39,5175
670,69,40,27048
671,69,41,4554
672,69,42,3588
673,69,43,4554
674,69,44,5244
675,69,45,44574
676,69,46,5244
677,69,47,5934
678,69,48,10764
679,69,49,11385
680,69,50,7176
681,69,51,6486
682,69,52,4968
683,69,53,6900
684,69,54,4278
685,69,55,5589
686,69,56,8142
687,69,57,9039
688,69,58,4830
689,69,59,8694
690,69,60,7314
691,69,61,5451
692,69,62,9384
693,69,63,6141
694,69,64,11178
695,69,65,10626
696,69,66,9246
697,69,67,4761
698,69,68,314364
699,69,69,4760
700,69,70,4828
701,69,71,11666
702,69,72,4964
703,69,73,5032
704,69,74,12602
705,69,75,5168
706,69,76,5236
707,69,77,13574
708,69,78,5372
709,69,79,5440
710,69,80,14582
711,69,81,5576
712,69,82,5644
713,69,83,15626
714,69,84,5780
715,69,85,5848
716,69,86,16706
717,69,87,5984
718,69,88,6052
719,69,89,17822
720,69,90,6188
721,69,91,182366
722,69,92,18974
723,69,93,6392
724,69,94,6460
725,69,95,20162
726,69,96,6596
727,69,97,6664
728,69,98,21386
729,69,99,6800
730,69,100,6868
731,70,2,70
732,70,3,280
733,70,4,420
734,70,5,280
735,70,6,420
736,70,7,420
737,70,8,1540
738,70,9,770
739,70,10,630
740,70,11,910
741,70,12,1540
742,70,13,2240
743,70,14,910
744,70,15,1120
745,70,16,2660
746,70,17,11200
747,70,18,3360
748,70,19,3360
749,70,20,2520
750,70,21,1540
751,70,22,1820
752,70,23,2310
753,70,24,2660
754,70,25,4200
755,70,26,3850
756,70,27,9520
757,70,28,2660
758,70,29,7770
759,70,30,2940
760,70,31,10500
761,70,32,2870
762,70,33,3640
763,70,34,39270
764,70,35,2380
765,70,36,4410
766,70,37,3010
767,70,38,4340
768,70,39,13860
769,70,40,7560
770,70,41,22120
771,70,42,4060
772,70,43,4200
773,70,44,8260
774,70,45,4900
775,70,46,6090
776,70,47,4060
777,70,48,14490
778,70,49,21840
779,70,50,5390
780,70,51,5600
781,70,52,7140
782,70,53,4900
783,70,54,12530
784,70,55,39480
785,70,56,7000
786,70,57,6370
787,70,58,13090
788,70,59,31920
789,70,60,8960
790,70,61,7000
791,70,62,23940
792,70,63,7420
793,70,64,17290
794,70,65,8050
795,70,66,10920
796,70,67,7140
797,70,68,4900
798,70,69,328440
799,70,70,4899
800,70,71,7489
801,70,72,5037
802,70,73,7845
803,70,74,22879
804,70,75,8209
805,70,76,35349
806,70,77,8581
807,70,78,5451
808,70,79,56649
809,70,80,5589
810,70,81,9349
811,70,82,5727
812,70,83,89893
813,70,84,29329
814,70,85,10149
815,70,86,6003
816,70,87,10561
817,70,88,6141
818,70,89,71829
819,70,90,49419
820,70,91,11409
821,70,92,6417
822,70,93,11845
823,70,94,36579
824,70,95,12289
825,70,96,6693
826,70,97,122709
827,70,98,6831
828,70,99,88809
829,70,100,6969
830,71,2,142
831,71,3,213
832,71,4,426
833,71,5,497
834,71,6,426
835,71,7,639
836,71,8,852
837,71,9,5112
838,71,10,1207
839,71,11,994
840,71,12,1278
841,71,13,1633
842,71,14,1633
843,71,15,2130
844,71,16,1704
845,71,17,1988
846,71,18,1988
847,71,19,2556
848,71,20,2982
849,71,21,2840
850,71,22,2556
851,71,23,2982
852,71,24,5538
853,71,25,5112
854,71,26,9230
855,71,27,3266
856,71,28,8378
857,71,29,19241
858,71,30,4615
859,71,31,2556
860,71,32,4686
861,71,33,4047
862,71,34,2627
863,71,35,4828
864,71,36,5964
865,71,37,9017
866,71,38,5041
867,71,39,3692
868,71,40,9940
869,71,41,7242
870,71,42,10082
871,71,43,7810
872,71,44,30814
873,71,45,6603
874,71,46,3550
875,71,47,8236
876,71,48,15762
877,71,49,18886
878,71,50,8449
879,71,51,5183
880,71,52,4118
881,71,53,13703
882,71,54,10437
883,71,55,6035
884,71,56,7171
885,71,57,5325
886,71,58,4828
887,71,59,5751
888,71,60,11218
889,71,61,5325
890,71,62,5538
891,71,63,39618
892,71,64,6106
893,71,65,12141
894,71,66,7100
895,71,67,8023
896,71,68,9798
897,71,69,5041
898,71,70,342930
899,71,71,5040
900,71,72,5110
901,71,73,5180
902,71,74,5250
903,71,75,5320
904,71,76,5390
905,71,77,5460
906,71,78,5530
907,71,79,5600
908,71,80,5670
909,71,81,5740
910,71,82,5810
911,71,83,5880
912,71,84,5950
913,71,85,6020
914,71,86,6090
915,71,87,6160
916,71,88,6230
917,71,89,6300
918,71,90,6370
919,71,91,6440
920,71,92,6510
921,71,93,6580
922,71,94,6650
923,71,95,6720
924,71,96,6790
925,71,97,6860
926,71,98,6930
927,71,99,7000
928,71,100,7070
929,72,2,inf
930,72,3,inf
931,72,4,inf
932,72,5,1152
933,72,6,inf
934,72,7,720
935,72,8,504
936,72,9,576
937,72,10,1584
938,72,11,1368
939,72,12,inf
940,72,13,2448
941,72,14,2160
942,72,15,1728
943,72,16,1584
944,72,17,4896
945,72,18,inf
946,72,19,1512
947,72,20,2160
948,72,21,2376
949,72,22,6336
950,72,23,12168
951,72,24,inf
952,72,25,15552
953,72,26,5688
954,72,27,2592
955,72,28,3384
956,72,29,4464
957,72,30,inf
958,72,31,6912
959,72,32,2736
960,72,33,4896
961,72,34,11664
962,72,35,42840
963,72,36,inf
964,72,37,3312
965,72,38,4104
966,72,39,11016
967,72,40,3456
968,72,41,9216
969,72,42,3456
970,72,43,6840
971,72,44,15912
972,72,45,4392
973,72,46,14976
974,72,47,50832
975,72,48,inf
976,72,49,4680
977,72,50,6408
978,72,51,8928
979,72,52,5760
980,72,53,47952
981,72,54,5760
982,72,55,21888
983,72,56,8424
984,72,57,5904
985,72,58,13680
986,72,59,38520
987,72,60,inf
988,72,61,6192
989,72,62,31248
990,72,63,28224
991,72,64,8640
992,72,65,22176
993,72,66,8640
994,72,67,14688
995,72,68,11592
996,72,69,7560
997,72,70,5184
998,72,71,357840
999,72,72,5183
